gender,race,race_o,samerace,attractive_partner,sincere_partner,funny_partner,intelligence_partner,ambition_partner,interests_correlate,decision
female,caucasian,caucasian,1,6.0,10.0,8.0,9.0,7.0,-0.09,1
female,caucasian,caucasian,1,6.0,9.0,8.0,7.0,7.0,0.32,0
female,caucasian,asian,0,4.0,9.0,3.0,8.0,6.0,0.45,0
female,black,other,0,7.0,6.0,7.0,6.0,4.0,0.48,1
female,black,asian,0,4.0,3.0,2.0,4.0,9.0,-0.04,0
female,black,caucasian,0,7.0,5.0,6.0,5.0,5.0,-0.1,0
female,black,caucasian,0,5.0,6.0,5.0,5.0,5.0,0.6,0
female,black,caucasian,0,2.0,3.0,2.0,2.0,6.0,0.05,0
female,black,caucasian,0,5.0,6.0,4.0,5.0,6.0,0.26,0
female,black,asian,0,7.0,8.0,5.0,7.0,6.0,-0.06,1
female,black,asian,0,5.0,6.0,5.0,4.0,3.0,0.13,0
female,caucasian,other,0,10.0,10.0,10.0,10.0,10.0,-0.05,0
female,caucasian,asian,0,6.0,10.0,7.0,10.0,6.0,0.07,0
female,caucasian,asian,0,2.0,10.0,2.0,10.0,10.0,0.58,0
female,caucasian,caucasian,1,10.0,10.0,10.0,10.0,10.0,0.71,1
female,caucasian,caucasian,1,6.0,10.0,8.0,10.0,10.0,0.4,0
female,caucasian,caucasian,1,8.0,5.0,9.0,9.0,10.0,-0.09,1
female,caucasian,caucasian,1,9.0,10.0,8.0,9.0,8.0,-0.13,1
female,caucasian,caucasian,1,6.0,10.0,8.0,8.0,10.0,0.45,0
female,caucasian,asian,0,6.0,9.0,9.0,9.0,9.0,0.49,0
female,caucasian,other,0,10.0,10.0,10.0,10.0,10.0,0.08,1
female,caucasian,asian,0,7.0,10.0,8.0,8.0,8.0,-0.41,1
female,caucasian,asian,0,4.0,4.0,2.0,8.0,10.0,0.68,0
female,caucasian,caucasian,1,6.0,9.0,7.0,10.0,9.0,0.33,0
female,caucasian,caucasian,1,8.0,6.0,7.0,6.0,5.0,-0.42,1
female,caucasian,caucasian,1,7.0,8.0,6.0,8.0,6.0,-0.31,0
female,caucasian,asian,0,10.0,7.0,7.0,7.0,6.0,-0.4,1
female,caucasian,asian,0,4.0,8.0,3.0,7.0,7.0,0.54,0
female,caucasian,asian,0,7.0,10.0,7.0,8.0,8.0,0.05,0
female,caucasian,caucasian,1,10.0,10.0,10.0,10.0,10.0,0.47,1
female,caucasian,caucasian,1,8.0,6.0,6.0,7.0,8.0,0.0,0
female,caucasian,caucasian,1,7.0,8.0,6.0,6.0,6.0,-0.5,0
female,caucasian,caucasian,1,7.0,7.0,7.0,6.0,9.0,-0.03,0
female,caucasian,asian,0,5.0,10.0,5.0,8.0,8.0,0.11,0
female,latino,other,0,3.0,8.0,5.0,5.0,5.0,0.06,0
female,latino,caucasian,0,5.0,4.0,7.0,8.0,6.0,0.47,0
female,latino,caucasian,0,8.0,10.0,10.0,9.0,8.0,-0.24,1
female,latino,asian,0,6.0,9.0,9.0,8.0,7.0,-0.01,1
female,latino,other,0,7.0,8.0,8.0,7.0,8.0,0.4,1
female,latino,asian,0,5.0,8.0,2.0,6.0,2.0,-0.31,0
female,latino,asian,0,2.0,1.0,1.0,4.0,6.0,0.64,0
female,latino,caucasian,0,8.0,10.0,7.0,8.0,8.0,0.69,0
female,latino,caucasian,0,9.0,4.0,2.0,5.0,2.0,-0.36,0
female,latino,caucasian,0,5.0,7.0,2.0,2.0,4.0,0.36,0
female,latino,asian,0,9.0,9.0,8.0,9.0,10.0,-0.23,1
female,latino,asian,0,7.0,8.0,5.0,6.0,7.0,0.54,0
female,caucasian,other,0,8.0,10.0,7.0,10.0,7.0,0.04,1
female,caucasian,asian,0,9.0,10.0,5.0,7.0,10.0,-0.28,1
female,caucasian,asian,0,4.0,6.0,6.0,7.0,6.0,0.83,0
female,caucasian,caucasian,1,6.0,10.0,8.0,10.0,8.0,0.72,1
female,caucasian,caucasian,1,8.0,7.0,7.0,10.0,10.0,0.14,1
female,caucasian,caucasian,1,9.0,10.0,5.0,10.0,7.0,-0.15,1
female,caucasian,asian,0,6.0,10.0,2.0,5.0,2.0,-0.23,1
male,other,caucasian,0,10.0,10.0,10.0,10.0,10.0,0.08,0
male,other,caucasian,0,10.0,10.0,10.0,10.0,10.0,-0.05,0
male,other,caucasian,0,10.0,10.0,10.0,10.0,10.0,0.08,1
male,other,caucasian,0,10.0,10.0,10.0,10.0,10.0,0.12,0
male,other,latino,0,9.0,9.0,7.0,8.0,8.0,0.06,1
male,other,latino,0,6.0,7.0,7.0,7.0,7.0,0.4,1
male,other,caucasian,0,6.0,9.0,7.0,8.0,6.0,0.04,0
male,asian,other,0,9.0,7.0,6.0,7.0,4.0,-0.37,1
male,asian,caucasian,0,6.0,5.0,4.0,5.0,4.0,-0.22,0
male,asian,caucasian,0,4.0,5.0,4.0,4.0,5.0,0.07,0
male,asian,caucasian,0,6.0,5.0,4.0,5.0,4.0,-0.41,0
male,asian,caucasian,0,6.0,6.0,6.0,5.0,5.0,0.05,0
male,asian,latino,0,6.0,4.0,6.0,5.0,7.0,-0.33,0
male,asian,latino,0,9.0,6.0,5.0,8.0,7.0,-0.31,0
male,asian,caucasian,0,5.0,4.0,4.0,5.0,5.0,-0.28,0
male,asian,other,0,6.0,7.0,4.0,7.0,4.0,0.26,1
male,asian,caucasian,0,7.0,6.0,5.0,7.0,5.0,0.85,1
male,asian,black,0,5.0,6.0,7.0,8.0,7.0,-0.04,1
male,asian,caucasian,0,6.0,2.0,4.0,4.0,4.0,0.58,1
male,asian,caucasian,0,5.0,4.0,2.0,3.0,5.0,0.68,1
male,asian,caucasian,0,8.0,7.0,5.0,6.0,5.0,0.33,1
male,asian,latino,0,9.0,8.0,5.0,4.0,3.0,0.69,1
male,asian,latino,0,7.0,5.0,6.0,6.0,8.0,0.64,0
male,asian,caucasian,0,2.0,7.0,6.0,9.0,7.0,0.83,1
male,caucasian,other,0,9.0,8.0,9.0,9.0,8.0,0.34,1
male,caucasian,caucasian,1,8.0,8.0,7.0,7.0,7.0,0.76,1
male,caucasian,black,0,5.0,8.0,6.0,8.0,7.0,-0.1,0
male,caucasian,caucasian,1,10.0,10.0,10.0,9.0,9.0,0.71,1
male,caucasian,caucasian,1,10.0,10.0,10.0,10.0,10.0,0.62,1
male,caucasian,caucasian,1,10.0,5.0,10.0,6.0,10.0,0.47,1
male,caucasian,latino,0,8.0,8.0,6.0,6.0,6.0,0.77,1
male,caucasian,latino,0,9.0,8.0,8.0,7.0,7.0,0.53,1
male,caucasian,caucasian,1,4.0,6.0,5.0,6.0,4.0,0.72,0
male,caucasian,other,0,7.0,8.0,6.0,7.0,6.0,0.3,1
male,caucasian,black,0,6.0,7.0,6.0,7.0,7.0,0.6,0
male,caucasian,caucasian,1,7.0,6.0,9.0,8.0,7.0,0.33,0
male,caucasian,caucasian,1,7.0,7.0,7.0,7.0,7.0,0.3,0
male,caucasian,latino,0,6.0,9.0,9.0,8.0,7.0,0.47,1
male,caucasian,latino,0,7.0,7.0,7.0,7.0,6.0,0.69,1
male,caucasian,caucasian,1,4.0,8.0,6.0,7.0,6.0,0.14,0
male,caucasian,other,0,10.0,7.0,10.0,9.0,8.0,-0.24,1
male,caucasian,caucasian,1,5.0,5.0,5.0,5.0,5.0,-0.28,0
male,caucasian,black,0,5.0,7.0,2.0,7.0,5.0,0.05,0
male,caucasian,caucasian,1,7.0,3.0,10.0,7.0,7.0,-0.09,1
male,caucasian,caucasian,1,7.0,7.0,7.0,7.0,5.0,-0.42,1
male,caucasian,latino,0,8.0,5.0,8.0,7.0,5.0,-0.36,1
male,caucasian,caucasian,1,5.0,8.0,0.0,7.0,5.0,-0.36,0
male,caucasian,other,0,10.0,9.0,9.0,8.0,9.0,0.44,1
male,caucasian,caucasian,1,7.0,9.0,8.0,9.0,8.0,-0.09,1
male,caucasian,black,0,7.0,9.0,8.0,9.0,8.0,0.34,1
male,caucasian,caucasian,1,9.0,7.0,10.0,6.0,8.0,-0.13,1
male,caucasian,caucasian,1,8.0,8.0,9.0,9.0,7.0,-0.5,1
male,caucasian,latino,0,9.0,8.0,7.0,9.0,8.0,0.1,1
male,caucasian,latino,0,8.0,8.0,10.0,10.0,8.0,0.0,1
male,caucasian,caucasian,1,6.0,9.0,7.0,7.0,8.0,-0.15,0
male,caucasian,caucasian,1,7.0,8.0,7.0,8.0,7.0,0.32,0
male,caucasian,caucasian,1,8.0,8.0,7.0,8.0,6.0,0.45,1
male,caucasian,caucasian,1,8.0,9.0,9.0,10.0,5.0,-0.03,1
male,caucasian,latino,0,10.0,10.0,10.0,10.0,9.0,0.1,1
male,caucasian,latino,0,9.0,8.0,10.0,8.0,9.0,0.36,1
male,caucasian,caucasian,1,7.0,8.0,6.0,10.0,5.0,0.12,1
male,asian,other,0,5.0,5.0,2.0,5.0,1.0,0.19,0
male,asian,caucasian,0,3.0,3.0,6.0,5.0,1.0,-0.11,0
male,asian,black,0,1.0,1.0,2.0,6.0,5.0,-0.06,0
male,asian,caucasian,0,3.0,7.0,1.0,2.0,1.0,-0.4,0
male,asian,caucasian,0,6.0,6.0,3.0,6.0,8.0,0.11,0
male,asian,latino,0,7.0,6.0,6.0,6.0,6.0,-0.01,1
male,asian,latino,0,9.0,6.0,6.0,8.0,6.0,-0.23,1
male,asian,caucasian,0,2.0,1.0,1.0,3.0,1.0,-0.23,0
male,asian,other,0,5.0,5.0,5.0,5.0,5.0,0.35,0
male,asian,caucasian,0,5.0,5.0,5.0,5.0,5.0,0.45,0
male,asian,caucasian,0,5.0,5.0,5.0,5.0,5.0,0.54,0
male,asian,latino,0,6.0,6.0,6.0,6.0,6.0,0.48,0
male,asian,latino,0,6.0,6.0,6.0,7.0,6.0,0.54,0
male,asian,caucasian,0,7.0,5.0,6.0,10.0,7.0,0.52,0
female,caucasian,asian,0,7.0,9.0,9.0,7.0,6.0,0.16,0
female,caucasian,caucasian,1,8.0,8.0,8.0,8.0,8.0,0.34,0
female,caucasian,asian,0,5.0,7.0,5.0,9.0,9.0,0.52,0
female,caucasian,caucasian,1,8.0,9.0,9.0,9.0,9.0,0.13,1
female,caucasian,latino,0,5.0,8.0,8.0,8.0,7.0,0.05,0
female,asian,asian,1,7.0,7.0,8.0,7.0,6.0,-0.15,0
female,asian,caucasian,0,7.0,6.0,7.0,8.0,8.0,-0.51,0
female,asian,asian,1,6.0,5.0,6.0,5.0,6.0,0.25,0
female,asian,caucasian,0,8.0,7.0,8.0,7.0,8.0,-0.35,0
female,asian,latino,0,5.0,6.0,7.0,5.0,5.0,0.19,0
female,caucasian,asian,0,8.0,9.0,9.0,7.0,10.0,-0.1,1
female,caucasian,caucasian,1,7.0,8.0,8.0,9.0,7.0,-0.06,1
female,caucasian,caucasian,1,8.0,9.0,9.0,9.0,10.0,-0.09,1
female,caucasian,latino,0,6.0,5.0,5.0,6.0,6.0,-0.1,0
male,asian,caucasian,0,8.0,8.0,8.0,9.0,9.0,0.16,1
male,asian,asian,1,6.0,10.0,6.0,10.0,7.0,-0.15,0
male,asian,caucasian,0,9.0,9.0,8.0,9.0,8.0,-0.1,1
male,asian,caucasian,0,7.0,8.0,7.0,8.0,7.0,-0.1,1
male,caucasian,caucasian,1,8.0,7.0,6.0,4.0,6.0,0.34,1
male,caucasian,caucasian,1,3.0,8.0,2.0,8.0,7.0,-0.06,0
male,caucasian,caucasian,1,4.0,6.0,1.0,6.0,7.0,-0.3,0
male,asian,asian,1,6.0,8.0,6.0,10.0,8.0,0.25,1
male,asian,caucasian,0,7.0,9.0,7.0,9.0,6.0,0.15,1
male,caucasian,caucasian,1,7.0,7.0,7.0,7.0,7.0,0.13,1
male,caucasian,asian,0,5.0,9.0,6.0,8.0,8.0,-0.35,0
male,caucasian,caucasian,1,6.5,8.0,7.0,8.0,7.0,-0.34,1
male,latino,caucasian,0,8.0,7.0,7.0,7.0,7.0,0.05,1
male,latino,caucasian,0,7.0,8.0,7.0,8.0,6.0,-0.1,1
male,latino,caucasian,0,8.0,9.0,8.0,8.0,6.0,-0.01,1
female,caucasian,caucasian,1,4.0,5.0,4.0,6.0,6.0,0.35,0
female,caucasian,caucasian,1,5.0,10.0,8.0,9.0,7.0,-0.57,1
female,caucasian,black,0,8.0,8.0,8.0,8.0,10.0,-0.15,1
female,caucasian,caucasian,1,10.0,10.0,8.0,9.0,8.0,-0.01,1
female,caucasian,asian,0,8.0,10.0,8.0,9.0,8.0,-0.24,1
female,caucasian,caucasian,1,6.0,8.0,8.0,8.0,8.0,-0.43,1
female,caucasian,caucasian,1,6.0,8.0,6.0,7.0,5.0,-0.4,0
female,caucasian,other,0,8.0,6.0,8.0,6.0,9.0,-0.21,0
female,caucasian,caucasian,1,8.0,8.0,8.0,8.0,8.0,-0.63,1
female,caucasian,asian,0,6.0,9.0,10.0,9.0,9.0,-0.5,1
female,caucasian,caucasian,1,10.0,10.0,10.0,10.0,10.0,-0.59,1
female,caucasian,asian,0,4.0,7.0,9.0,7.0,8.0,-0.27,0
female,caucasian,caucasian,1,4.0,10.0,5.0,9.0,6.0,-0.36,1
female,caucasian,caucasian,1,8.0,7.0,8.0,8.0,8.0,0.04,1
female,caucasian,caucasian,1,6.0,4.0,9.0,8.0,9.0,-0.21,1
female,caucasian,caucasian,1,5.0,6.0,6.0,8.0,7.0,0.34,0
female,caucasian,black,0,5.0,5.0,8.0,7.0,7.0,0.01,0
female,caucasian,caucasian,1,5.0,6.0,9.0,8.0,8.0,-0.15,1
female,caucasian,asian,0,6.0,7.0,8.0,9.0,9.0,0.58,0
female,caucasian,caucasian,1,8.0,7.0,8.0,9.0,8.0,0.47,1
female,caucasian,caucasian,1,10.0,9.0,10.0,9.0,6.0,0.54,1
female,caucasian,other,0,9.0,8.0,8.0,9.0,8.0,0.22,1
female,caucasian,caucasian,1,5.0,6.0,6.0,7.0,4.0,0.13,0
female,caucasian,asian,0,7.0,8.0,9.0,9.0,9.0,0.33,1
female,caucasian,caucasian,1,8.0,9.0,8.0,9.0,8.0,0.27,1
female,caucasian,asian,0,5.0,5.0,6.0,9.0,7.0,0.55,0
female,caucasian,caucasian,1,8.0,8.0,8.0,9.0,8.0,-0.01,1
female,caucasian,caucasian,1,7.0,5.0,9.0,8.0,8.0,-0.03,0
female,caucasian,caucasian,1,4.0,6.0,4.0,7.0,7.0,-0.4,0
female,caucasian,caucasian,1,4.0,7.0,5.0,8.0,7.0,0.32,0
female,caucasian,black,0,7.0,8.0,8.0,8.0,8.0,0.64,0
female,caucasian,caucasian,1,6.0,7.0,8.0,7.0,7.0,0.14,0
female,caucasian,caucasian,1,8.0,8.0,7.0,7.0,6.0,0.27,0
female,caucasian,caucasian,1,7.0,6.0,5.0,6.0,6.0,0.01,0
female,caucasian,other,0,7.0,8.0,7.0,8.0,7.0,0.53,0
female,caucasian,caucasian,1,6.0,7.0,7.0,8.0,7.0,0.38,0
female,caucasian,asian,0,5.0,5.0,6.0,6.0,5.0,0.03,0
female,caucasian,caucasian,1,7.0,7.0,8.0,8.0,6.0,0.55,1
female,caucasian,asian,0,5.0,7.0,6.0,8.0,7.0,-0.06,0
female,caucasian,caucasian,1,5.0,7.0,7.0,8.0,7.0,0.45,0
female,caucasian,caucasian,1,5.0,8.0,7.0,7.0,8.0,0.52,0
female,caucasian,caucasian,1,6.0,7.0,6.0,8.0,7.0,0.72,0
female,caucasian,caucasian,1,7.0,10.0,7.0,10.0,9.0,0.42,0
female,caucasian,caucasian,1,7.0,10.0,10.0,10.0,10.0,0.68,0
female,caucasian,black,0,8.0,10.0,10.0,7.0,7.0,-0.18,0
female,caucasian,caucasian,1,10.0,9.0,9.0,9.0,8.0,-0.29,1
female,caucasian,asian,0,9.0,9.0,8.0,9.0,9.0,0.34,0
female,caucasian,caucasian,1,9.0,10.0,9.0,10.0,8.0,0.06,1
female,caucasian,caucasian,1,8.0,8.0,7.0,7.0,5.0,0.72,0
female,caucasian,caucasian,1,9.0,7.0,7.0,9.0,7.0,-0.11,0
female,caucasian,caucasian,1,9.0,9.0,7.0,9.0,8.0,0.38,0
female,caucasian,caucasian,1,9.0,9.0,7.0,9.0,8.0,-0.25,1
female,caucasian,black,0,8.0,10.0,8.0,7.0,8.0,-0.04,0
female,asian,caucasian,0,5.0,5.0,5.0,8.0,5.0,-0.15,0
female,asian,caucasian,0,5.0,6.0,5.0,8.0,5.0,0.55,0
female,asian,caucasian,0,6.0,8.0,6.0,8.0,6.0,0.5,0
female,asian,caucasian,0,7.0,7.0,5.0,7.0,6.0,0.66,1
female,asian,other,0,8.0,8.0,6.0,8.0,8.0,0.19,1
female,asian,caucasian,0,6.0,6.0,6.0,6.0,6.0,0.36,0
female,asian,caucasian,0,8.0,7.0,7.0,8.0,7.0,0.37,1
female,asian,asian,1,4.0,7.0,4.0,8.0,6.0,0.43,0
female,asian,caucasian,0,8.0,10.0,10.0,10.0,8.0,0.01,1
female,asian,caucasian,0,6.0,8.0,8.0,8.0,4.0,0.03,0
female,asian,caucasian,0,4.0,8.0,2.0,8.0,6.0,0.11,0
female,asian,caucasian,0,5.0,8.0,5.0,8.0,5.0,-0.19,0
female,asian,asian,1,6.0,8.0,4.0,8.0,9.0,0.11,0
female,asian,caucasian,0,7.0,9.0,8.0,9.0,8.0,0.58,1
female,asian,caucasian,0,4.0,6.0,6.0,7.0,7.0,0.38,0
female,asian,caucasian,0,6.0,7.0,1.0,6.0,5.0,0.8,0
female,asian,other,0,7.0,8.0,5.0,7.0,5.0,0.09,0
female,asian,caucasian,0,3.0,8.0,5.0,8.0,8.0,0.14,0
female,asian,asian,1,2.0,8.0,4.0,8.0,2.0,0.31,0
female,asian,caucasian,0,8.0,8.0,5.0,8.0,5.0,0.08,1
female,asian,asian,1,3.0,8.0,4.0,8.0,8.0,0.74,0
female,asian,caucasian,0,4.0,8.0,7.0,8.0,8.0,0.42,0
female,asian,caucasian,0,7.0,8.0,10.0,8.0,10.0,-0.36,0
female,asian,caucasian,0,7.0,9.0,5.0,9.0,8.0,-0.34,0
female,caucasian,caucasian,1,6.0,7.0,4.0,7.0,7.0,0.19,0
female,caucasian,caucasian,1,8.0,6.0,8.0,8.0,6.0,-0.11,0
female,caucasian,asian,0,4.0,8.0,4.0,7.0,8.0,0.72,0
female,caucasian,caucasian,1,5.0,6.0,4.0,6.0,4.0,0.47,0
female,caucasian,caucasian,1,3.0,7.0,3.0,8.0,3.0,0.45,0
female,caucasian,caucasian,1,8.0,7.0,4.0,6.0,4.0,0.15,0
female,caucasian,caucasian,1,4.0,6.0,7.0,7.0,5.0,0.26,0
female,caucasian,asian,0,4.0,7.0,4.0,8.0,7.0,0.13,0
female,caucasian,asian,0,4.0,8.0,4.0,7.0,8.0,0.32,0
female,caucasian,caucasian,1,6.0,8.0,6.0,8.0,7.0,0.52,1
female,caucasian,caucasian,1,7.0,7.0,6.0,7.0,6.0,-0.09,1
female,caucasian,caucasian,1,5.0,8.0,7.0,8.0,4.0,0.15,1
female,caucasian,caucasian,1,5.0,5.0,6.0,8.0,9.0,0.31,0
female,caucasian,caucasian,1,5.0,8.0,8.0,10.0,8.0,0.23,0
female,caucasian,black,0,9.0,7.0,7.0,7.0,7.0,0.11,0
female,caucasian,caucasian,1,8.0,5.0,8.0,8.0,8.0,0.2,0
female,caucasian,asian,0,6.0,6.0,6.0,7.0,6.0,0.46,0
female,caucasian,caucasian,1,7.0,7.0,8.0,8.0,6.0,0.35,0
female,caucasian,caucasian,1,8.0,7.0,7.0,6.0,6.0,0.56,0
female,caucasian,caucasian,1,9.0,8.0,7.0,8.0,8.0,0.1,1
female,caucasian,caucasian,1,7.0,7.0,8.0,8.0,8.0,0.39,1
female,caucasian,asian,0,7.0,8.0,8.0,8.0,8.0,0.4,0
female,caucasian,caucasian,1,9.0,9.0,9.0,9.0,9.0,0.3,1
female,caucasian,asian,0,5.0,6.0,6.0,9.0,9.0,0.15,0
female,caucasian,caucasian,1,6.0,7.0,6.0,9.0,9.0,0.46,0
female,caucasian,caucasian,1,4.0,5.0,1.0,5.0,3.0,0.24,0
female,caucasian,caucasian,1,3.0,7.0,4.0,7.0,6.0,0.6,0
female,caucasian,black,0,8.0,6.0,7.0,8.0,7.0,0.08,0
female,caucasian,caucasian,1,9.0,7.0,8.0,8.0,7.0,-0.35,0
female,caucasian,asian,0,9.0,8.0,7.0,7.0,6.0,0.45,1
female,caucasian,caucasian,1,7.0,5.0,8.0,7.0,7.0,0.65,0
female,caucasian,caucasian,1,6.0,8.0,5.0,8.0,7.0,0.54,0
female,caucasian,other,0,6.0,4.0,6.0,6.0,5.0,0.49,0
female,caucasian,caucasian,1,6.0,3.0,5.0,6.0,4.0,0.19,0
female,caucasian,asian,0,6.0,3.0,4.0,7.0,5.0,0.36,0
female,caucasian,asian,0,3.0,8.0,3.0,8.0,7.0,0.67,0
female,caucasian,caucasian,1,5.0,7.0,5.0,6.0,7.0,0.33,0
female,caucasian,caucasian,1,7.0,8.0,6.0,7.0,7.0,0.0,0
female,caucasian,caucasian,1,8.0,7.0,9.0,8.0,6.0,0.09,1
female,asian,caucasian,0,6.0,7.0,6.0,7.0,8.0,0.51,0
female,asian,black,0,6.0,8.0,7.0,7.0,7.0,-0.01,0
female,asian,caucasian,0,8.0,8.0,8.0,8.0,9.0,-0.32,1
female,asian,caucasian,0,7.0,8.0,7.0,7.0,6.0,0.62,0
female,asian,caucasian,0,7.0,9.0,8.0,8.0,8.0,-0.17,1
female,asian,caucasian,0,8.0,9.0,8.0,9.0,8.0,0.07,1
female,asian,caucasian,0,6.0,8.0,8.0,7.0,9.0,0.02,0
female,asian,caucasian,0,5.0,8.0,6.0,8.0,7.0,-0.15,0
female,asian,black,0,5.0,6.0,6.0,6.0,6.0,0.3,0
female,asian,asian,1,5.0,5.0,6.0,7.0,7.0,0.3,1
female,asian,caucasian,0,8.0,8.0,8.0,8.0,6.0,0.49,1
female,asian,caucasian,0,6.0,6.0,7.0,7.0,7.0,0.78,1
female,asian,caucasian,0,6.0,5.0,6.0,6.0,7.0,0.29,1
female,caucasian,caucasian,1,6.0,8.0,8.0,9.0,9.0,0.46,0
female,caucasian,asian,0,5.0,8.0,7.0,8.0,7.0,-0.01,0
female,caucasian,caucasian,1,7.0,9.0,9.0,9.0,7.0,0.66,0
female,caucasian,caucasian,1,7.0,9.0,5.0,7.0,5.0,0.46,0
female,caucasian,other,0,9.0,9.0,9.0,9.0,9.0,0.52,1
female,caucasian,caucasian,1,8.0,8.0,8.0,8.0,8.0,0.71,0
female,caucasian,asian,0,5.0,9.0,5.0,7.0,7.0,0.48,0
female,caucasian,caucasian,1,9.0,9.0,9.0,9.0,8.0,0.6,1
female,caucasian,asian,0,6.0,10.0,5.0,10.0,9.0,0.25,0
female,caucasian,caucasian,1,2.0,6.0,2.0,7.0,7.0,0.24,0
female,caucasian,caucasian,1,1.0,4.0,3.0,6.0,6.0,0.59,0
female,caucasian,black,0,7.0,7.0,7.0,6.0,6.0,0.1,0
female,caucasian,caucasian,1,8.0,7.0,8.0,7.0,7.0,-0.18,1
female,caucasian,caucasian,1,6.0,8.0,7.0,7.0,8.0,0.44,0
female,caucasian,caucasian,1,7.0,6.0,6.0,5.0,4.0,0.77,0
female,caucasian,other,0,8.0,7.0,6.0,7.0,6.0,0.44,0
female,caucasian,caucasian,1,5.0,5.0,6.0,6.0,6.0,0.13,0
female,caucasian,asian,0,3.0,6.0,6.0,4.0,6.0,0.25,0
female,caucasian,caucasian,1,8.0,8.0,7.0,8.0,8.0,0.23,1
female,caucasian,asian,0,2.0,8.0,3.0,8.0,8.0,0.85,0
female,caucasian,caucasian,1,4.0,7.0,4.0,7.0,8.0,0.52,0
female,caucasian,caucasian,1,5.0,8.0,6.0,8.0,7.0,-0.03,0
female,caucasian,caucasian,1,3.0,8.0,4.0,8.0,8.0,-0.13,0
female,black,caucasian,0,4.0,7.0,3.0,10.0,10.0,0.49,0
female,black,caucasian,0,3.0,10.0,6.0,10.0,10.0,0.4,0
female,black,black,1,7.0,10.0,9.0,10.0,10.0,-0.03,1
female,black,caucasian,0,8.0,9.0,7.0,10.0,9.0,-0.16,1
female,black,asian,0,7.0,6.0,3.0,10.0,8.0,0.45,0
female,black,caucasian,0,6.0,9.0,7.0,10.0,10.0,0.21,1
female,black,caucasian,0,7.0,9.0,6.0,10.0,10.0,0.08,0
female,black,other,0,7.0,6.0,9.0,10.0,10.0,0.28,0
female,black,caucasian,0,6.0,9.0,6.0,10.0,9.0,-0.05,0
female,black,asian,0,6.0,9.0,9.0,10.0,10.0,-0.01,0
female,black,caucasian,0,7.0,9.0,8.0,10.0,9.0,-0.05,1
female,black,asian,0,4.0,8.0,3.0,10.0,10.0,0.75,0
female,black,caucasian,0,5.0,8.0,2.0,10.0,9.0,0.19,0
female,black,caucasian,0,6.0,9.0,9.0,10.0,9.0,-0.15,1
female,asian,caucasian,0,2.0,3.0,2.0,3.0,3.0,-0.14,0
female,asian,caucasian,0,2.0,6.0,6.0,6.0,5.0,0.12,0
female,asian,caucasian,0,7.0,7.0,7.0,6.0,6.0,0.42,1
female,asian,asian,1,3.0,5.0,2.0,7.0,5.0,0.18,0
female,asian,caucasian,0,5.0,6.0,7.0,6.0,7.0,0.57,0
female,asian,caucasian,0,6.0,7.0,4.0,7.0,5.0,-0.09,0
female,asian,asian,1,2.0,8.0,7.0,8.0,6.0,0.29,0
female,asian,asian,1,3.0,6.0,4.0,7.0,5.0,-0.12,0
female,asian,caucasian,0,5.0,7.0,6.0,7.0,7.0,0.51,0
female,asian,caucasian,0,7.0,7.0,8.0,7.0,7.0,0.36,0
female,asian,caucasian,0,5.0,6.0,6.0,5.0,5.0,0.49,0
male,caucasian,caucasian,1,10.0,8.0,7.0,8.0,7.0,0.35,1
male,caucasian,caucasian,1,9.0,9.0,7.0,9.0,7.0,-0.4,1
male,caucasian,caucasian,1,8.0,9.0,7.0,8.0,7.0,0.26,1
male,caucasian,asian,0,9.0,8.0,7.0,8.0,7.0,0.11,1
male,caucasian,caucasian,1,9.0,9.0,8.0,9.0,7.0,0.19,1
male,caucasian,caucasian,1,10.0,8.0,7.0,9.0,7.0,0.31,1
male,caucasian,caucasian,1,10.0,8.0,9.0,8.0,7.0,0.24,1
male,caucasian,asian,0,9.0,9.0,7.0,8.0,7.0,0.51,1
male,caucasian,asian,0,7.0,9.0,6.0,8.0,7.0,0.22,1
male,caucasian,caucasian,1,10.0,9.0,8.0,9.0,7.0,0.24,1
male,caucasian,black,0,9.0,8.0,8.0,8.0,7.0,0.49,1
male,caucasian,asian,0,9.0,8.0,7.0,8.0,6.0,-0.14,1
male,caucasian,caucasian,1,5.0,7.0,5.0,7.0,4.0,0.55,0
male,caucasian,caucasian,1,8.0,8.0,8.0,8.0,7.0,0.32,1
male,caucasian,caucasian,1,6.0,8.0,5.0,8.0,6.0,0.68,0
male,caucasian,asian,0,6.0,6.0,6.0,6.0,6.0,0.55,0
male,caucasian,asian,0,7.0,6.0,5.0,6.0,5.0,0.72,0
male,caucasian,caucasian,1,8.0,9.0,7.0,7.0,7.0,0.65,1
male,caucasian,caucasian,1,8.0,8.0,7.0,7.0,7.0,0.6,1
male,caucasian,asian,0,7.0,7.0,6.0,7.0,6.0,0.44,1
male,caucasian,caucasian,1,7.0,8.0,7.0,7.0,8.0,0.46,1
male,caucasian,caucasian,1,7.0,9.0,7.0,8.0,5.0,0.59,1
male,caucasian,black,0,6.0,7.0,5.0,7.0,5.0,0.4,0
male,black,caucasian,0,4.0,9.0,5.0,7.0,8.0,0.01,0
male,black,caucasian,0,6.0,8.0,9.0,9.0,9.0,0.64,0
male,black,caucasian,0,4.0,8.0,4.0,9.0,10.0,-0.18,0
male,black,asian,0,8.0,10.0,8.0,9.0,8.0,0.25,1
